school_id,student_id,state_student_id,FirstName,LastName,grade_level,status,StudentEmail,cellphone
1,395,100395,Jefferey,Sporer,9,1,student395@ps.com,5421864421
1,201,100201,Leena,Herman,10,1,student201@ps.com,
1,202,100202,Freeman,Franecki,10,1,student202@ps.com,2024468783
1,212,100212,Theron,Effertz,10,1,student212@ps.com,8389713473
1,229,100229,Hung,Mraz,10,1,student229@ps.com,2936352715
1,230,100230,Cyndy,Buckridge,10,1,student230@ps.com,
1,236,100236,Hubert,Runolfsson,10,1,student236@ps.com,2439897982
1,238,100238,Launa,Stroman,10,1,student238@ps.com,3331305656
1,245,100245,Rudolph,Wolff,10,1,student245@ps.com,7092120608
1,247,100247,Hiram,Grimes,10,1,student247@ps.com,1396900251
1,253,100253,Breann,Hauck,10,1,student253@ps.com,1507342518
1,254,100254,Elden,Reilly,10,1,student254@ps.com,1021021559
1,256,100256,Jane,Glover,10,1,student256@ps.com,9301564563
1,257,100257,Kelly,Simonis,10,1,student257@ps.com,9012583906
1,267,100267,Sau,Schinner,10,1,student267@ps.com,6116382602
1,269,100269,Kenton,Lockman,10,1,student269@ps.com,7533884601
1,273,100273,Paulene,DAmore,10,1,student273@ps.com,8579624578
1,274,100274,Joline,Beer,10,1,student274@ps.com,9831266058
1,275,100275,Bethany,McLaughlin,10,1,student275@ps.com,1767209165
1,281,100281,Caitlyn,Dibbert,10,1,student281@ps.com,8005679131
1,290,100290,Carmelo,Armstrong,10,1,student290@ps.com,
1,305,100305,Zane,Rice,10,1,student305@ps.com,3011590811
1,309,100309,Beata,Wilderman,10,1,student309@ps.com,6910544229
1,312,100312,Issac,Mertz,10,1,student312@ps.com,2122489805
1,316,100316,Reed,Lakin,10,1,student316@ps.com,
1,323,100323,Drucilla,Corkery,10,1,student323@ps.com,6681026892
1,330,100330,Howard,OKeefe,10,1,student330@ps.com,5896154349
1,331,100331,Bettyann,Stehr,10,1,student331@ps.com,
1,333,100333,Zack,Kassulke,10,1,student333@ps.com,3841716643
1,336,100336,Gabriela,Runolfsson,10,1,student336@ps.com,8294041832
1,340,100340,Shirlee,Reichel,10,1,student340@ps.com,8869102340
1,341,100341,Erwin,Reilly,10,1,student341@ps.com,3323305012
1,347,100347,Cedrick,Berge,10,1,student347@ps.com,6471681034
1,353,100353,Suk,Hickle,10,1,student353@ps.com,7533214398
1,354,100354,Marion,Wiza,10,1,student354@ps.com,6236820083
1,358,100358,Warner,Feil,10,1,student358@ps.com,6716837143
1,359,100359,Randell,Ziemann,10,1,student359@ps.com,1538917322
1,362,100362,Darnell,Bartell,10,1,student362@ps.com,
1,371,100371,Kitty,Prosacco,10,1,student371@ps.com,5015066114
1,372,100372,Vince,Cruickshank,10,1,student372@ps.com,8904234249
1,373,100373,Rosendo,Cruickshank,10,1,student373@ps.com,5555277598
1,374,100374,Reba,Padberg,10,1,student374@ps.com,
1,388,100388,Obdulia,Schmitt,10,1,student388@ps.com,6352649998
1,390,100390,Erica,Herzog,10,1,student390@ps.com,
1,398,100398,Andrew,Zulauf,10,1,student398@ps.com,8819141078
1,203,100203,Ellena,Gleason,11,1,student203@ps.com,1898923948
1,206,100206,Stacy,Abshire,11,1,student206@ps.com,2430253284
1,207,100207,Serina,Pouros,11,1,student207@ps.com,6314080498
1,209,100209,Miguel,Ziemann,11,1,student209@ps.com,6010245551
1,211,100211,Carmelita,Pagac,11,1,student211@ps.com,7732779250
1,218,100218,Edward,Robel,11,1,student218@ps.com,9890292271
1,219,100219,Deana,Hauck,11,1,student219@ps.com,3680708228
1,223,100223,Rachael,Huel,11,1,student223@ps.com,5058203935
1,224,100224,Brant,Kutch,11,1,student224@ps.com,4059167276
1,227,100227,Cassidy,Strosin,11,1,student227@ps.com,
1,231,100231,Fernando,Batz,11,1,student231@ps.com,8770398652
1,232,100232,Latrisha,Schoen,11,1,student232@ps.com,5299185468
1,237,100237,Lavina,Pouros,11,1,student237@ps.com,
1,240,100240,Dane,Howe,11,1,student240@ps.com,1477567695
1,248,100248,Cristi,Wolff,11,1,student248@ps.com,8903426493
1,249,100249,Enedina,Fahey,11,1,student249@ps.com,6582752831
1,250,100250,Martha,Schumm,11,1,student250@ps.com,
1,252,100252,Shakia,Bartoletti,11,1,student252@ps.com,7897596412
1,258,100258,Keiko,Schmeler,11,1,student258@ps.com,5065147295
1,259,100259,Neva,Christiansen,11,1,student259@ps.com,3687121989
1,264,100264,Leora,Pfannerstill,11,1,student264@ps.com,2975353156
1,265,100265,Kiley,Gibson,11,1,student265@ps.com,6338322028
1,268,100268,Granville,Stamm,11,1,student268@ps.com,2488033553
1,271,100271,Diego,Purdy,11,1,student271@ps.com,
1,278,100278,Shon,Bernhard,11,1,student278@ps.com,7267641458
1,279,100279,Harland,Cronin,11,1,student279@ps.com,2837665732
1,280,100280,Alberto,Conroy,11,1,student280@ps.com,8370706862
1,282,100282,Toshia,Pfeffer,11,1,student282@ps.com,3726611397
1,283,100283,Iva,Miller,11,1,student283@ps.com,4104700678
1,284,100284,Barrie,Batz,11,1,student284@ps.com,8884138885
1,288,100288,Sonya,Strosin,11,1,student288@ps.com,5840749064
1,289,100289,Tracy,Corwin,11,1,student289@ps.com,2063523474
1,291,100291,Tijuana,Hermiston,11,1,student291@ps.com,2275941269
1,299,100299,Elizabeth,Nicolas,11,1,student299@ps.com,6728982919
1,302,100302,Jan,Davis,11,1,student302@ps.com,9527280358
1,304,100304,Luciano,Trantow,11,1,student304@ps.com,9378807055
1,307,100307,Jovita,Stracke,11,1,student307@ps.com,7528593837
1,311,100311,Conrad,Kessler,11,1,student311@ps.com,
1,314,100314,Gaylord,Bins,11,1,student314@ps.com,1375756780
1,317,100317,Seth,Lind,11,1,student317@ps.com,
1,318,100318,Esteban,Harber,11,1,student318@ps.com,3111420592
1,321,100321,Delphia,McGlynn,11,1,student321@ps.com,3680051990
1,322,100322,Eugene,Schinner,11,1,student322@ps.com,8481987916
1,326,100326,Erwin,Effertz,11,1,student326@ps.com,8592366455
1,327,100327,Ione,Zieme,11,1,student327@ps.com,3493954114
1,334,100334,Katelyn,Bergstrom,11,1,student334@ps.com,1483065326
1,345,100345,Alda,Corkery,11,1,student345@ps.com,1424343771
1,357,100357,Maynard,Ankunding,11,1,student357@ps.com,6752970451
1,360,100360,Wilfredo,Abbott,11,1,student360@ps.com,3174554752
1,365,100365,Lloyd,Olson,11,1,student365@ps.com,
1,369,100369,Jene,Murphy,11,1,student369@ps.com,5654172259
1,380,100380,Janee,MacGyver,11,1,student380@ps.com,6083539770
1,382,100382,Sherill,Wiegand,11,1,student382@ps.com,9412856390
1,386,100386,Keva,Goodwin,11,1,student386@ps.com,3401961892
1,392,100392,Keitha,Zieme,11,1,student392@ps.com,
1,393,100393,Franklyn,Toy,11,1,student393@ps.com,
1,397,100397,Maryanne,Bernhard,11,1,student397@ps.com,8162468523
1,200,100200,Carissa,Marquardt,12,1,student200@ps.com,9240208323
1,205,100205,Isreal,Wilkinson,12,1,student205@ps.com,4488789801
1,210,100210,Margery,Wolff,12,1,student210@ps.com,6155590226
1,214,100214,Arnoldo,Harvey,12,1,student214@ps.com,
1,216,100216,Dominga,Lebsack,12,1,student216@ps.com,9933731644
1,234,100234,Tamiko,Reichel,12,1,student234@ps.com,1650878301
1,235,100235,Madge,Daugherty,12,1,student235@ps.com,1314499494
1,244,100244,Rickie,Rodriguez,12,1,student244@ps.com,3481440944
1,260,100260,Aracely,Wisoky,12,1,student260@ps.com,6334003058
1,262,100262,Amos,Jacobson,12,1,student262@ps.com,4383137351
1,266,100266,Alethea,Koelpin,12,1,student266@ps.com,3397799243
1,270,100270,Mavis,Davis,12,1,student270@ps.com,3519737462
1,285,100285,Wilhelmina,Farrell,12,1,student285@ps.com,8190170364
1,286,100286,Salena,Welch,12,1,student286@ps.com,
1,287,100287,Marina,Kovacek,12,1,student287@ps.com,6734454024
1,292,100292,Cristopher,Quigley,12,1,student292@ps.com,1736796100
1,293,100293,Angila,Zieme,12,1,student293@ps.com,7191478469
1,295,100295,Carey,Murphy,12,1,student295@ps.com,
1,296,100296,Kirk,Bernier,12,1,student296@ps.com,6528044078
1,300,100300,Catherin,Kautzer,12,1,student300@ps.com,7391995026
1,303,100303,Don,Abbott,12,1,student303@ps.com,8319125514
1,306,100306,Denver,Gerlach,12,1,student306@ps.com,6795191439
1,308,100308,Sebrina,Marks,12,1,student308@ps.com,8184094194
1,313,100313,Luvenia,Tillman,12,1,student313@ps.com,6735846982
1,319,100319,Glenn,Rempel,12,1,student319@ps.com,2664750203
1,324,100324,Alvina,Lindgren,12,1,student324@ps.com,
1,325,100325,Alita,Lakin,12,1,student325@ps.com,7708787723
1,328,100328,Yer,Kirlin,12,1,student328@ps.com,9148179445
1,335,100335,Eliz,Murphy,12,1,student335@ps.com,8092282703
1,337,100337,Porsha,Windler,12,1,student337@ps.com,
1,338,100338,Elida,OReilly,12,1,student338@ps.com,5492997252
1,339,100339,Leonard,Durgan,12,1,student339@ps.com,4119167637
1,342,100342,Gordon,Bosco,12,1,student342@ps.com,6535658472
1,343,100343,Sherrill,Volkman,12,1,student343@ps.com,8205346146
1,346,100346,Mayme,Johnson,12,1,student346@ps.com,
1,348,100348,Angila,Hegmann,12,1,student348@ps.com,5098408111
1,349,100349,Latia,Koepp,12,1,student349@ps.com,9699394540
1,350,100350,Traci,Kuhic,12,1,student350@ps.com,6327717022
1,364,100364,Stefanie,Quigley,12,1,student364@ps.com,8725659319
1,366,100366,Kathrin,Shanahan,12,1,student366@ps.com,4769896261
1,375,100375,Elenora,Mante,12,1,student375@ps.com,2108066185
1,376,100376,Johnie,Tillman,12,1,student376@ps.com,8231168021
1,377,100377,Stanley,Doyle,12,1,student377@ps.com,6115661076
1,379,100379,Chance,Rohan,12,1,student379@ps.com,6937081332
1,381,100381,Jonah,Mayer,12,1,student381@ps.com,4696219115
1,383,100383,Leif,Kub,12,1,student383@ps.com,
1,384,100384,Juliane,Prosacco,12,1,student384@ps.com,7847893682
1,391,100391,Cordell,Wyman,12,1,student391@ps.com,6014055362
1,396,100396,Jamie,Block,12,1,student396@ps.com,4307334377
