school_id,student_id,FirstName,LastName,email,mobile,language
1,249,Karleen,Shanahan,raymundoharber@mills.co,5660594551,English
1,251,Clyde,Rath,,8762158957,
1,252,Trina,Hammes,trevorgislason@fahey.com,8733563179,Hindi
1,252,Willie,Effertz,nilda@feeney.co,5007449336,Urdu
1,254,Leia,Will,sheryl@goodwin.co,5219077955,English
1,255,Joaquina,Buckridge,dolliepowlowski@greenrolfson.info,8592600828,English
1,256,Sandy,Lynch,trentullrich@oconnell.net,2962207207,Urdu
1,256,Veda,Predovic,randy@schinner.net,2019415695,
1,258,Brandee,Little,,7963231832,English
1,259,Angelyn,Kub,rhettsipes@connelly.name,1149541179,Urdu
1,260,Kylie,Robel,vincentwest@runte.biz,4487140365,Hindi
1,261,Jacalyn,Jaskolski,gustavobednar@braun.net,6604594258,Hindi
1,262,Tyler,OConner,kaseykeebler@rowe.io,5687569820,Urdu
1,262,Hershel,Murray,erlinezboncak@heaney.org,2375213651,Spanish
1,264,Lawerence,Mills,joeyspencer@rolfson.io,3014582945,Spanish
1,265,Jacob,Beatty,marlinesipes@turcottereynolds.co,4669164781,Mixtec
1,266,Benton,Parisian,lisbethdicki@skiles.name,9972912701,Spanish
1,266,Buddy,Bauch,,3295160407,Hindi
1,268,Leonel,McClure,grantlesch@keebler.info,4107377104,English
1,268,Tom,Sauer,crisward@schmitt.io,3105853414,Spanish
1,270,Kent,Hilpert,hiram@stracke.net,3465820222,Urdu
1,271,Asa,Schmidt,kimberlie@wuckert.com,9692309619,Urdu
1,272,Stephan,Purdy,shauna@cummings.info,8409496528,
1,272,Lannie,OConnell,mishagerlach@wehnermoriette.name,,English
1,274,Oswaldo,Nitzsche,fredricka@schneider.name,5774889097,Spanish
1,274,Annabelle,DAmore,federicoschiller@mosciski.net,6438630086,Portuguese
1,276,Jim,Mueller,milagros@effertzkrajcik.org,7877818477,
1,276,Aura,Oberbrunner,arlen@fisherlabadie.org,,English
1,278,Bianca,Glover,brandenkemmer@mayertcorkery.org,9526916177,Mixtec
1,279,Hoa,Murphy,jonah@mohrfisher.net,2341600761,Portuguese
1,279,Humberto,Cruickshank,colton@donnellyhilll.io,5179715677,
1,281,Luella,Wisoky,,,Spanish
1,282,Joey,Cormier,moisesmosciski@feest.info,1435940020,Urdu
1,283,Jewel,Boyer,richarddurgan@kozey.io,5949297218,Hindi
1,283,Rick,Olson,delphaconroy@gerlach.net,,Urdu
1,285,Janice,Cruickshank,giuseppinawilliamson@kuhlman.co,7753381166,English
1,285,Jed,Zulauf,,9634866093,Mixtec
1,287,Denna,Volkman,mei@rennernitzsche.biz,,Urdu
1,288,Janett,Rath,mosesjohnston@fritsch.info,9512234339,Urdu
1,288,Jermaine,Mayert,,2249403127,Hindi
1,290,Ching,Adams,daviszboncak@abshire.com,7284017155,Portuguese
1,290,Ezra,Rogahn,,,Spanish
1,292,Anthony,Okuneva,lesliegusikowski@hand.info,2766587487,English
1,293,Rolland,Waelchi,luciawalsh@paucek.info,5726490433,Portuguese
1,293,Lauretta,Lubowitz,tammynikolaus@auer.biz,5306935652,Spanish
1,295,Wilma,Kerluke,chetwolff@schuppedickens.biz,3911021072,Spanish
1,295,Byron,Reichel,gudrunschmidt@watersbednar.name,,Hindi
1,297,Nereida,Dickens,shanicehuel@schinner.org,9414453121,Urdu
1,298,Keeley,Brakus,shanticummerata@padbergortiz.com,1439286745,Portuguese
1,299,Rob,Beahan,marcellus@ruel.org,7414058431,Spanish
1,299,Loyce,Mayert,adrianne@senger.co,9736094683,Mixtec
1,301,Delbert,Reichert,bretondricka@ratheffertz.biz,2883706241,Portuguese
1,302,Tiffani,Jerde,collineffertz@grady.co,2136961213,Urdu
1,302,Kermit,Graham,wilbert@will.info,5460236096,Hindi
1,304,Diane,Yost,jolynrodriguez@hirthe.name,7294362396,Hindi
1,304,Mary,Kohler,izolaaufderhar@johns.net,2432910732,Hindi
1,306,Marlon,Swift,ariel@wiza.com,9854510358,Hindi
1,307,Michale,Ryan,sadyejakubowski@reynolds.co,7087876125,English
1,308,Liza,VonRueden,palmer@littel.info,5035465764,Portuguese
1,308,Brigid,Wyman,colleengerhold@crookswisozk.com,1454352378,Portuguese
1,310,Doug,Lemke,ilene@purdy.co,7315943988,Portuguese
1,310,Evan,Schmeler,kellybaumbach@lindgren.com,2029274132,Portuguese
1,312,Gregory,Pollich,,5570459238,English
1,312,Lizette,Miller,epifaniaframi@shanahan.info,4779828081,Hindi
1,314,Cheri,Tremblay,andycarroll@osinskiboehm.net,,Spanish
1,315,Tomas,Dicki,darron@wymansteuber.info,5237721785,Hindi
1,316,Clinton,Kris,sandykovacek@nikolaus.org,6574112680,Hindi
1,316,Isabel,Lang,,5944298370,English
1,318,Terrie,Shields,,,
1,319,Phillip,Cummings,mitchel@wizahuel.name,1479847626,Mixtec
1,320,Sharmaine,Haley,elbertroberts@tromp.co,1635575470,English
1,321,Jacquelin,Heathcote,ruben@becker.org,3377471125,Hindi
1,321,Bernie,Schoen,vaniadoyle@barrowspagac.org,5093264930,Spanish
1,323,Clinton,Mertz,deloiscruickshank@ullrichlegros.com,1836813581,Spanish
1,324,Charlyn,Erdman,arlyne@stiedemann.org,2246088006,
1,324,Kandra,Denesik,sacha@grimes.info,9340157128,Mixtec
1,326,Dean,Morissette,norikowatsica@schiller.com,6904485035,Portuguese
1,326,Mauro,Parker,lashandra@zieme.net,9419183932,Spanish
1,328,Milford,Swift,deangusikowski@moriettetillman.info,3335554832,English
1,328,Tracey,Herman,tuan@klein.co,3492886479,Mixtec
1,330,Carmen,Herzog,dwightwill@hilpertdibbert.io,,Mixtec
1,330,Luther,Armstrong,cyril@schaden.biz,3533792689,English
1,332,Silas,Rice,thurmanmonahan@oberbrunnerjacobs.org,5382146078,Spanish
1,332,Tomeka,Cole,dwaynekuhlman@littel.org,,English
1,334,Carole,Purdy,gilbertstark@stamm.com,4956589690,
1,334,Gaston,Herman,,4249787919,English
1,336,Joesph,Kautzer,eboniehermiston@batz.org,6359115117,Portuguese
1,337,Tobias,Weimann,elba@jerdefriesen.biz,1887755700,Urdu
1,337,Norman,Pfannerstill,ali@wolffschneider.co,3104436074,English
1,339,Susan,Hauck,,,English
1,340,Will,Leffler,rudolph@medhurst.name,4582920876,Urdu
1,341,Lyndsey,Schultz,napoleonwilkinson@aufderhar.info,1226580431,Portuguese
1,342,Jerrod,Quitzon,guy@kozey.org,1055747495,Hindi
1,343,Alphonse,Witting,,2334709330,Urdu
1,344,Deandrea,Kertzmann,bebe@douglas.com,7394052636,Spanish
1,344,Gilma,Quitzon,efrainbogisich@wisokybeer.net,,Portuguese
1,346,Don,Little,bettyannjohnston@hills.co,4505612869,Mixtec
1,346,Louie,Luettgen,,7787952794,Mixtec
1,348,Deshawn,Prohaska,,4617767660,Urdu
1,349,Tona,Thompson,shakrajcik@effertzlesch.info,1653210522,Spanish
1,350,Amy,Hansen,angla@muller.info,1087488035,Mixtec
1,350,Nadia,Koch,mauro@mertz.co,,Urdu
1,352,Mary,Greenholt,orlando@hermanfeest.co,6220404813,Urdu
1,352,Trinidad,Tremblay,cher@littlegerhold.biz,6308090176,Hindi
1,354,William,Haley,latrina@hansen.io,4159374747,Hindi
1,355,Kyle,Swaniawski,edwardo@bechtelar.net,8616760005,Spanish
1,356,Ute,Hand,drusilla@mann.biz,8588653334,Portuguese
1,357,Claudia,Reinger,romanaschimmel@pfannerstill.name,1422370982,Portuguese
1,357,Troy,Little,rufina@swaniawski.net,2519521085,Hindi
1,359,Raquel,Gutmann,amberly@keeblerlehner.biz,9121850671,Hindi
1,360,Hilma,Olson,natishawelch@muraziklockman.info,4154849760,Portuguese
1,361,Evita,Schulist,margueritefadel@kuhn.org,8361677570,Urdu
1,362,Dolly,Boyer,,7910131186,Urdu
1,363,Gaston,Gutmann,michale@lehnermaggio.io,4302642803,Urdu
1,363,Chas,Raynor,elvinkris@hudson.name,2991679695,Urdu
1,365,Harold,Champlin,santana@langworth.io,2909599862,Hindi
1,365,Buford,Stamm,,3521355555,Mixtec
1,367,Esteban,Lesch,iona@marvin.co,3792832756,Hindi
1,368,Darryl,Lowe,amos@farrellbergstrom.org,3045798394,
1,369,Enrique,Altenwerth,markyost@franeckimills.io,8317237623,Hindi
1,370,Celena,Bins,rena@harveytorp.info,6014722857,Hindi
1,371,Harmony,Smith,lamontabshire@gislasonjacobs.com,6454192863,Hindi
1,371,Rosia,Weber,,6621374601,
1,373,Dawn,Effertz,carlyn@gleichner.biz,7492026600,English
1,374,Kirstin,Greenholt,dwightprice@herzogluettgen.net,2516618946,
1,374,Harland,Koelpin,johnathon@wittinghirthe.biz,1990577634,Urdu
1,376,Pa,Feeney,,7196865916,Spanish
1,377,Mckinley,Connelly,nancy@tromp.com,2252306991,Hindi
1,377,Chas,Schiller,murray@schusternicolas.org,2260628289,Urdu
1,379,Philip,Rogahn,,,Urdu
1,379,Booker,Hilpert,therea@reichert.name,5112627551,Spanish
1,381,Todd,Bosco,martyfay@macejkovic.com,1389819437,Spanish
1,382,Asuncion,Harris,ana@hane.com,7103278570,Spanish
1,383,Phillip,Hirthe,,7446492041,Hindi
1,384,Nickole,Haag,britt@labadie.name,6023529196,Spanish
1,385,Shayla,Adams,ezrawisozk@goyette.org,2750617631,English
1,385,Rudy,Smitham,kimberlie@lynchkirlin.io,,Hindi
1,387,Mable,Hammes,blanche@tremblay.com,6299524889,Portuguese
1,387,Russell,Cummings,,1082642145,Spanish
1,389,Harley,Deckow,gavinhowe@sanford.net,7874178711,Hindi
1,390,Tennille,Ward,jamelrippin@trantowjohnston.name,9491016130,Hindi
1,391,Delena,Bednar,michal@kiehn.info,5851084591,English
1,391,Bryan,Kerluke,davisdickens@harvey.net,1664435021,Spanish
1,393,Landon,Conn,ali@bruen.net,5022856169,Portuguese
1,394,Caitlyn,Cremin,jack@bernhard.info,4555873551,Hindi
1,395,Raven,Murazik,angel@satterfieldmertz.biz,9378678133,English
1,395,Jonathon,Smith,bradpfannerstill@heidenreich.io,4963370400,English
1,397,Tanner,Collins,sammie@ryan.biz,6235914815,Portuguese
1,397,Marybeth,Wunsch,monetmayert@bartoletti.net,3600366681,
1,399,Carolee,Johnson,shelajohnson@pacocha.info,7261072596,English
1,399,Shakia,Dooley,enoch@armstrong.co,6677348991,Urdu
1,401,Maren,Strosin,herminia@kirlin.net,4150391065,Mixtec
1,401,Jessenia,Torphy,wilburnhilll@klocko.co,8182315500,Hindi
1,403,Cornelius,Schmitt,colegraham@emard.co,3507271112,Urdu
1,403,January,Jakubowski,adolph@becker.co,3334763212,English
1,405,Keith,McDermott,howard@okonmarquardt.name,8043666331,
1,405,Kennith,Adams,donnie@haleysteuber.co,8094349635,
1,407,Josh,Schmitt,michaeljohnston@emmerich.name,9912180127,Mixtec
1,407,Royal,Jast,buddykris@adams.com,8213052397,Mixtec
1,409,Tory,Stoltenberg,ulyes@purdy.co,2318834235,Hindi
1,410,Omer,Klocko,dianekemmer@schmelerfranecki.io,2392347773,Spanish
1,410,Francoise,Torp,mirella@kutch.net,9172513777,Mixtec
1,412,Richard,Littel,jeramy@strackeward.net,6806561236,English
1,413,Jessika,Jacobson,simon@robelwiza.io,6060769547,Spanish
1,414,Jerome,Hartmann,,,Portuguese
1,414,Delmar,Schamberger,,8583717932,Spanish
1,416,Georgette,Zboncak,effieheel@yost.info,5917553822,Portuguese
1,417,Dorsey,Schiller,,1704981287,English
1,418,Moriah,Lubowitz,dominique@leuschke.info,6736311369,Urdu
1,418,Kerri,Jaskolski,,,Spanish
1,420,Shalanda,Bogan,twana@labadieweimann.com,1836179581,English
1,421,Lenard,Olson,hortenseweimann@kshlerin.net,7499532074,English
1,422,Nyla,Jacobson,santosboyer@oberbrunner.io,9354130069,
1,423,Oscar,Lowe,laurelsmith@ledner.biz,6941130005,Mixtec
1,423,Dylan,Schimmel,jaeblock@maggioleuschke.name,,Spanish
1,425,Elvia,Cronin,porfirio@mann.com,5056793997,Mixtec
1,426,Catherine,Reinger,bobbie@waelchi.biz,5538114269,Hindi
1,426,Erlinda,Hansen,lashell@krajcik.co,4094061619,English
1,428,Kelle,Goldner,vitofeest@wolff.info,2827831924,Urdu
1,428,Salena,Lang,joann@witting.name,1244392251,Urdu
1,430,Ruby,Dibbert,rachealhowe@murazikhagenes.co,7970186575,Mixtec
1,431,Shaunda,Auer,miriamward@gulgowskiruel.co,,Hindi
1,431,Rickey,Howell,shaun@fisherstoltenberg.co,8059298810,Spanish
1,433,Chas,Wunsch,magalybosco@wintheiser.biz,2937417322,English
1,433,Morris,Leuschke,carrolmacejkovic@borer.co,1239736710,Urdu
1,435,Arcelia,Cummings,cortneymonahan@feil.org,9494544161,Portuguese
1,436,Lang,Feeney,pariswolff@okeefe.name,6738803051,Spanish
1,436,Cleo,Strosin,judeboyer@parisianbayer.info,6044645759,Portuguese
1,438,Gilda,Herman,,6020941918,Spanish
1,438,Jacqui,Collins,ericka@jenkins.org,1105764843,Urdu
1,440,Tiara,Hahn,marguerita@kling.net,5347432606,English
1,441,Christian,Davis,harvey@romaguera.info,5076690729,Mixtec
1,442,Gloria,Ziemann,,2564755668,Portuguese
1,442,Yvone,Raynor,goldacartwright@heller.biz,3021927960,Urdu
1,444,Wan,Hodkiewicz,nedschoen@kautzer.co,9466108725,English
1,444,Norene,Goyette,donyarath@kreiger.info,2331291118,Mixtec
1,446,Andree,Goyette,jacob@ullrichkirlin.org,9859271641,Hindi
1,447,Mohammad,Barrows,elisabethheidenreich@shanahandooley.io,7633228315,Mixtec
1,447,Kaila,Tremblay,lonna@kreigerblock.co,9445847455,Portuguese
1,449,Michel,Marvin,kiyokomann@adams.biz,1323473326,Spanish
1,449,Hsiu,Walker,yvette@brown.io,6076643608,Portuguese
1,451,Lyle,Pollich,rhona@sawayn.name,2905419892,English
1,452,Saul,OKeefe,kristy@cronin.name,5967606481,Hindi
1,453,Buster,McLaughlin,nathanial@jacobs.biz,,
1,454,Soraya,Heller,carlyn@carroll.name,2697240189,Mixtec
1,454,Dona,Shields,martinko@little.io,9785506251,Hindi
1,456,Shaunda,Gerlach,patsysanford@metz.net,9935443195,English
1,457,Thanh,Miller,lydiacorwin@parisian.co,7882653758,Urdu
1,458,Christi,Kessler,,9758757197,English
1,459,Nora,Hermann,christian@stromanbode.name,5414319965,Mixtec
1,460,Loyd,Pacocha,paulettegleichner@hodkiewicz.biz,,Portuguese
1,460,Geraldo,Okuneva,manualsawayn@dickinson.io,8349433846,Hindi
1,462,Rhoda,Hagenes,erick@collinsdaugherty.biz,2065866287,Hindi
1,463,Miquel,Douglas,karanbuckridge@frami.name,8543635079,
1,464,Eric,Stanton,shellistroman@brakutamm.com,9550723386,Urdu
1,465,Darcy,Terry,quinn@berge.biz,7149862329,English
1,466,Harland,Ledner,tena@quigleyhickle.name,2078039461,English
1,466,Doria,Rath,malcomblock@schinner.co,3445660474,Urdu
1,468,Sharika,Lynch,darrin@adams.net,4107855767,English
1,468,Alla,Kuhlman,te@schulistnikolaus.name,8417101126,Mixtec
1,470,Agripina,Daugherty,natasha@rohanratke.biz,5313391904,
1,470,Hyon,Hoppe,gerald@hilpert.io,9733286170,Mixtec
1,472,Shawnda,Homenick,kasey@beer.info,6783484016,English
1,472,Queen,Medhurst,suellensimonis@jacobsabernathy.name,9292953028,Hindi
1,474,Rodney,Padberg,marihilpert@wisokyrolfson.org,,Urdu
1,475,Sophia,Hessel,theodore@bashirian.net,7295280891,Urdu
1,476,Devon,Mertz,tristan@olsonpowlowski.info,6617039608,Mixtec
1,476,Monty,Donnelly,,,Urdu
1,478,Maris,Larson,chanel@maggiobeer.org,4592684080,Portuguese
1,479,Junita,Rath,torihodkiewicz@kuvalisprohaska.name,8476080457,Hindi
1,479,Ellie,Hettinger,cameronweber@shanahandach.com,3094557779,Urdu
1,481,Andy,Padberg,hughbrakus@ferry.biz,,Spanish
1,482,Constance,Ledner,williams@watsica.net,4648951347,English
1,482,Jon,Haag,daryl@runolfsdottir.co,6439272693,Portuguese
1,484,Tammi,Pollich,,4716806862,Urdu
1,484,Margarito,Doyle,margydickinson@dietrichbeatty.info,1289463967,Portuguese
1,486,Carri,Stoltenberg,treva@hoppeborer.org,5403251493,Urdu
1,486,Donnie,Sanford,chadwickthiel@gottliebgreenholt.io,6750983086,English
1,488,Lillian,Pagac,denishapadberg@markshegmann.com,7851331284,Hindi
1,488,Elli,Feeney,,9798192599,English
1,490,Mathew,Boehm,loydjones@goyette.net,,Urdu
